Channel;Company;Category;Subcategory;Year;Month;U;$
Other B&M;Excellence;Women fragrances;EDP/eau de parfum;2023;Apr;418;367653
Department Stores;Other exclusives;Men fragrances;EDP/eau de parfum;2022;Nov;99;120285
Online;TFS;Men fragrances;EDP/eau de parfum;2022;Feb;214;41427
Department Stores;TFS;Men fragrances;EDT/eau de toilette;2022;Jul;239;76285
Other B&M;TFS;Women fragrances;EDT/eau de toilette;2022;May;315;96714
Online;Other Companies;Women fragrances;EDP/eau de parfum;2022;Aug;375;130969
Other B&M;L'Oréal Brasil;Women fragrances;Scented creams;2023;Feb;177;51217
Other B&M;LVMH Brasil;Women fragrances;Other Juices;2022;Feb;271;68603
Other B&M;LVMH Brasil;Women fragrances;Other Juices;2023;Mar;378;110725
Department Stores;Coty Brasil;Men fragrances;EDT/eau de toilette;2021;Mar;1031;304956
Department Stores;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;May;339;206659
Other B&M;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;Feb;552;364185
Department Stores;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2021;Feb;310;133194
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2022;Apr;950;674780
Other B&M;Estée Lauder Brasil;Women fragrances;Other Juices;2021;Feb;213;59141
Other B&M;Estée Lauder Brasil;Women fragrances;Scented creams;2022;Mar;490;236151
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2021;Oct;1038;465816
Other B&M;Vizcaya;Men fragrances;EDT/eau de toilette;2021;Apr;1029;469014
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2022;Sep;1223;623949
Other B&M;Vizcaya;Men fragrances;Scented deos;2023;Jan;93;13476
Online;Smart Beauty;Women fragrances;EDT/eau de toilette;2023;Apr;567;229436
Department Stores;Excellence;Men fragrances;EDT/eau de toilette;2021;Sep;414;123982
Online;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Jul;182;84301
Department Stores;Other exclusives;Men fragrances;EDT/eau de toilette;2022;Mar;103;81987
Department Stores;Other exclusives;Men fragrances;EDT/eau de toilette;2022;Apr;115;90591
Other B&M;Other exclusives;Women fragrances;Scented soaps;2023;Dec;90;6776
Department Stores;Other exclusives;Men fragrances;EDT/eau de toilette;2023;Jun;120;93447
Other B&M;TFS;Men fragrances;EDT/eau de toilette;2022;Apr;418;148461
Department Stores;TFS;Men fragrances;EDT/eau de toilette;2022;Nov;159;50650
Other B&M;L'Oréal Brasil;Men fragrances;EDP/eau de parfum;2021;Apr;670;350234
Online;L'Oréal Brasil;Women fragrances;Scented creams;2023;Jun;145;58043
Other B&M;LVMH Brasil;Men fragrances;Cologne;2023;Sep;93;65835
Other B&M;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2022;Apr;1426;939938
Online;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2022;Mar;531;311828
Online;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2023;Sep;281;193972
Department Stores;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2022;Aug;676;311795
Other B&M;Estée Lauder Brasil;Women fragrances;Scented creams;2021;May;592;226531
Online;Estée Lauder Brasil;Women fragrances;Cologne;2022;Jul;632;488716
Department Stores;Vizcaya;Men fragrances;EDP/eau de parfum;2023;Feb;347;195224
Online;Smart Beauty;Women fragrances;EDP/eau de parfum;2021;May;495;167030
Department Stores;Smart Beauty;Women fragrances;EDP/eau de parfum;2021;Apr;409;151049
Online;Excellence;Men fragrances;EDT/eau de toilette;2022;Jun;274;74229
Department Stores;Excellence;Men fragrances;EDT/eau de toilette;2023;Apr;358;132841
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2021;Nov;234;113742
Other B&M;TFS;Men fragrances;EDT/eau de toilette;2023;Dec;446;220685
Online;Other Companies;Women fragrances;EDP/eau de parfum;2021;Mar;280;92058
Other B&M;Puig Brasil;Men fragrances;Other Juices;2023;May;292;60541
Online;L'Oréal Brasil;Women fragrances;Scented creams;2023;Sep;156;58130
Other B&M;L'Oréal Brasil;Women fragrances;EDT/eau de toilette;2021;Apr;722;213435
Other B&M;LVMH Brasil;Men fragrances;Cologne;2021;Dec;100;58106
Online;LVMH Brasil;Women fragrances;Scented creams;2022;Jan;230;51439
Online;Coty Brasil;Men fragrances;EDP/eau de parfum;2021;Sep;377;164940
Department Stores;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;Jul;319;195654
Online;Prestige Cosmeticos;Men fragrances;Other Juices;2021;Jul;88;13638
Department Stores;Prestige Cosmeticos;Men fragrances;Other Juices;2021;Sep;88;14935
Department Stores;Prestige Cosmeticos;Men fragrances;Other Juices;2021;Oct;88;15612
Other B&M;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Jul;1831;1429587
Other B&M;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Mar;1887;1376081
Online;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Feb;775;295348
Other B&M;Estée Lauder Brasil;Women fragrances;Scented creams;2021;Sep;545;217431
Other B&M;Estée Lauder Brasil;Women fragrances;Scented creams;2022;Jun;428;220676
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2022;Jul;394;182551
Department Stores;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Aug;202;202892
Department Stores;Other exclusives;Men fragrances;EDT/eau de toilette;2023;Aug;112;95101
Online;Other Companies;Women fragrances;EDP/eau de parfum;2021;Oct;330;135322
Online;Other Companies;Men fragrances;EDT/eau de toilette;2021;Feb;267;85711
Other B&M;Puig Brasil;Men fragrances;Scented deos;2021;Oct;660;121221
Other B&M;L'Oréal Brasil;Men fragrances;Cologne;2022;Aug;204;89848
Other B&M;LVMH Brasil;Men fragrances;Cologne;2023;Aug;94;66740
Online;LVMH Brasil;Women fragrances;Scented creams;2021;Apr;281;62959
Online;LVMH Brasil;Women fragrances;Other Juices;2022;Feb;244;48612
Department Stores;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;Nov;380;217763
Online;Prestige Cosmeticos;Women fragrances;Other Juices;2021;Jul;91;18126
Online;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2022;Oct;656;391703
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2021;Sep;591;376262
Other B&M;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2023;Jul;1902;1055166
Department Stores;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Nov;436;139691
Other B&M;Estée Lauder Brasil;Women fragrances;Other women ancillaries;2023;Apr;906;651468
Other B&M;Estée Lauder Brasil;Women fragrances;Other women ancillaries;2023;Jul;753;534987
Online;Vizcaya;Men fragrances;EDP/eau de parfum;2022;Oct;444;227561
Online;Vizcaya;Men fragrances;EDT/eau de toilette;2022;Feb;659;226862
Department Stores;Vizcaya;Women fragrances;EDT/eau de toilette;2022;Feb;158;46089
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2022;Nov;435;214517
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2023;Nov;465;232635
Other B&M;Vizcaya;Women fragrances;EDT/eau de toilette;2021;Dec;909;437170
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2021;Jul;947;417504
Online;Smart Beauty;Women fragrances;EDT/eau de toilette;2021;Jan;613;134602
Other B&M;Smart Beauty;Women fragrances;EDT/eau de toilette;2022;Nov;412;67846
Department Stores;Excellence;Men fragrances;EDT/eau de toilette;2022;Feb;308;95607
Online;Excellence;Men fragrances;EDT/eau de toilette;2023;Nov;275;80790
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Jun;262;172527
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2023;Jan;235;144677
Department Stores;Other Companies;Women fragrances;EDP/eau de parfum;2023;Dec;122;24477
Other B&M;Shiseido Brasil;Women fragrances;EDP/eau de parfum;2023;Oct;87;60821
Online;Puig Brasil;Men fragrances;Scented deos;2021;Jul;483;78168
Online;Puig Brasil;Men fragrances;Other Juices;2023;Feb;402;76714
Other B&M;Puig Brasil;Men fragrances;Scented deos;2021;Sep;606;107192
Other B&M;LVMH Brasil;Men fragrances;Cologne;2022;Oct;93;59546
Other B&M;LVMH Brasil;Women fragrances;Other Juices;2023;May;427;142869
Online;Coty Brasil;Men fragrances;Other Juices;2023;Oct;86;10680
Online;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;Apr;460;235284
Other B&M;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Apr;1877;1372452
Online;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Jul;853;353920
Online;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2023;Jan;463;301028
Department Stores;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2023;Jul;565;310450
Other B&M;Estée Lauder Brasil;Women fragrances;Other Juices;2021;Aug;156;52765
Other B&M;Estée Lauder Brasil;Women fragrances;Scented soaps;2021;Jan;415;102849
Other B&M;Estée Lauder Brasil;Women fragrances;Other women ancillaries;2022;Sep;1015;661919
Other B&M;Vizcaya;Women fragrances;EDT/eau de toilette;2021;Feb;428;173810
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2022;Dec;249;116364
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2023;Apr;1417;787133
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2023;Jun;413;196708
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2023;Dec;630;312059
Other B&M;Smart Beauty;Women fragrances;EDP/eau de parfum;2023;May;575;301368
Department Stores;Excellence;Men fragrances;EDP/eau de parfum;2022;May;125;60599
Department Stores;Other exclusives;Women fragrances;EDP/eau de parfum;2021;Nov;159;165212
Online;Other Companies;Women fragrances;EDP/eau de parfum;2022;Jan;361;138931
Other B&M;Shiseido Brasil;Women fragrances;EDP/eau de parfum;2021;Aug;86;58970
Other B&M;Puig Brasil;Men fragrances;Scented deos;2021;Jun;616;109714
Online;LVMH Brasil;Men fragrances;Scented deos;2021;Jan;160;30578
Online;LVMH Brasil;Women fragrances;Scented creams;2021;Feb;183;37488
Other B&M;Prestige Cosmeticos;Women fragrances;Other Juices;2021;Aug;87;22473
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2021;Nov;1004;605322
Online;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2022;Jan;784;353480
Other B&M;Estée Lauder Brasil;Women fragrances;Other women ancillaries;2022;Feb;779;459921
Other B&M;Estée Lauder Brasil;Women fragrances;Other Juices;2023;Jan;193;87361
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2023;Aug;274;125733
Other B&M;Smart Beauty;Men fragrances;EDP/eau de parfum;2023;Apr;217;119409
Other B&M;Other exclusives;Women fragrances;EDT/eau de toilette;2021;Dec;301;145390
Other B&M;TFS;Women fragrances;EDT/eau de toilette;2022;Nov;231;63084
Online;Other Companies;Men fragrances;EDT/eau de toilette;2021;Jul;347;122852
Other B&M;Puig Brasil;Women fragrances;Scented creams;2023;Aug;163;64155
Online;L'Oréal Brasil;Men fragrances;Cologne;2022;Jan;133;43300
Online;L'Oréal Brasil;Men fragrances;Cologne;2023;Aug;118;43504
Other B&M;LVMH Brasil;Men fragrances;Aftershave;2022;Aug;138;55007
Online;LVMH Brasil;Women fragrances;Other Juices;2023;Feb;197;47383
Other B&M;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Nov;1100;534742
Department Stores;Prestige Cosmeticos;Men fragrances;Cologne;2021;Dec;148;43041
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2022;May;219;89729
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2022;May;500;203687
Online;Vizcaya;Women fragrances;EDT/eau de toilette;2023;Jan;193;58053
Online;Smart Beauty;Men fragrances;EDT/eau de toilette;2022;Dec;178;63229
Department Stores;Excellence;Men fragrances;EDT/eau de toilette;2022;Jul;389;129873
Online;Other exclusives;Women fragrances;EDT/eau de toilette;2022;Sep;265;109529
Other B&M;TFS;Men fragrances;EDT/eau de toilette;2022;Nov;550;161851
Other B&M;TFS;Women fragrances;EDP/eau de parfum;2022;Dec;613;332567
Other B&M;Shiseido Brasil;Women fragrances;EDP/eau de parfum;2021;May;84;58638
Other B&M;Puig Brasil;Men fragrances;Scented deos;2023;May;600;125874
Online;LVMH Brasil;Men fragrances;Scented deos;2021;Aug;149;28124
Other B&M;LVMH Brasil;Women fragrances;Other Juices;2023;Feb;390;112160
Other B&M;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2021;May;1253;711855
Department Stores;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2021;May;371;162194
Online;Prestige Cosmeticos;Men fragrances;Other Juices;2022;Mar;83;11764
Department Stores;Prestige Cosmeticos;Men fragrances;Other Juices;2022;Jan;83;15103
Other B&M;Estée Lauder Brasil;Women fragrances;Other Juices;2021;Sep;153;56628
Online;Estée Lauder Brasil;Women fragrances;Cologne;2021;Jan;583;356954
Other B&M;Estée Lauder Brasil;Men fragrances;EDT/eau de toilette;2022;Mar;84;39790
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2023;Jul;269;121441
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2023;Aug;344;170535
Other B&M;Smart Beauty;Men fragrances;EDP/eau de parfum;2021;Dec;347;134575
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2023;Jun;124;110782
Online;Other Companies;Women fragrances;EDP/eau de parfum;2021;Jun;364;138823
Online;Other Companies;Women fragrances;EDP/eau de parfum;2021;Aug;219;76626
Online;Puig Brasil;Men fragrances;Scented deos;2023;Mar;547;101341
Other B&M;L'Oréal Brasil;Men fragrances;Cologne;2022;Oct;188;79249
Online;L'Oréal Brasil;Men fragrances;Cologne;2023;Jun;149;48351
Online;LVMH Brasil;Women fragrances;Other Juices;2021;Feb;315;68561
Online;LVMH Brasil;Women fragrances;Scented creams;2022;Nov;351;96884
Online;LVMH Brasil;Men fragrances;Cologne;2023;Nov;120;68452
Department Stores;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2022;Nov;347;166787
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2022;Mar;838;588120
Other B&M;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2023;Feb;1373;769252
Online;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Mar;840;319038
Other B&M;Vizcaya;Men fragrances;EDP/eau de parfum;2021;Jan;527;315202
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2021;May;336;136306
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2022;Feb;976;423728
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2022;Mar;219;96177
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2023;May;290;131040
Other B&M;Smart Beauty;Women fragrances;EDT/eau de toilette;2023;Mar;809;329376
Online;Smart Beauty;Men fragrances;EDP/eau de parfum;2021;Dec;267;75117
Online;Smart Beauty;Women fragrances;EDT/eau de toilette;2022;May;183;43879
Online;Excellence;Men fragrances;EDT/eau de toilette;2021;Nov;338;92462
Online;Excellence;Men fragrances;EDP/eau de parfum;2022;Jul;147;51859
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Jul;284;177825
Department Stores;Other exclusives;Men fragrances;EDP/eau de parfum;2022;Feb;94;105273
Online;Other Companies;Women fragrances;EDP/eau de parfum;2022;May;329;114814
Other B&M;Puig Brasil;Women fragrances;Scented creams;2022;Jun;185;62645
Online;Puig Brasil;Men fragrances;Scented deos;2023;Feb;367;70761
Department Stores;L'Oréal Brasil;Men fragrances;Cologne;2023;Dec;115;50813
Department Stores;L'Oréal Brasil;Men fragrances;Scented deos;2021;Feb;81;5855
Online;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;May;846;531258
Other B&M;Estée Lauder Brasil;Women fragrances;Scented creams;2023;Apr;502;262210
Online;Estée Lauder Brasil;Women fragrances;Other Juices;2023;Nov;199;91387
Online;Vizcaya;Men fragrances;EDP/eau de parfum;2021;Oct;300;143541
Other B&M;Vizcaya;Women fragrances;EDT/eau de toilette;2023;Aug;478;254291
Online;Vizcaya;Men fragrances;EDP/eau de parfum;2023;May;341;198165
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2023;May;391;188810
Online;Smart Beauty;Women fragrances;EDT/eau de toilette;2022;Jul;144;29881
Other B&M;Excellence;Men fragrances;EDP/eau de parfum;2022;Dec;351;433680
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2021;Nov;107;96560
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Mar;204;102425
Other B&M;Shiseido Brasil;Women fragrances;EDP/eau de parfum;2021;Nov;81;57169
Department Stores;Puig Brasil;Men fragrances;Scented deos;2021;Oct;211;25130
Other B&M;Puig Brasil;Women fragrances;Scented creams;2022;Aug;162;54008
Online;Puig Brasil;Men fragrances;Scented deos;2023;Jul;380;71180
Online;L'Oréal Brasil;Women fragrances;Scented creams;2021;Jan;144;45206
Other B&M;L'Oréal Brasil;Men fragrances;Scented deos;2021;Jun;176;40214
Online;L'Oréal Brasil;Men fragrances;Cologne;2021;Sep;110;40303
Online;Coty Brasil;Men fragrances;Other Juices;2023;Aug;80;9780
Other B&M;Coty Brasil;Men fragrances;EDT/eau de toilette;2021;Feb;820;283865
Department Stores;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;Apr;325;194753
Other B&M;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;May;727;493448
Other B&M;Prestige Cosmeticos;Women fragrances;EDT/eau de toilette;2021;Mar;507;227563
Department Stores;Prestige Cosmeticos;Men fragrances;Other Juices;2022;Apr;80;14467
Department Stores;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Oct;405;243923
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2021;Jun;785;512853
Online;Prestige Cosmeticos;Women fragrances;Cologne;2021;Nov;93;29876
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2023;Jan;1011;538463
Online;Vizcaya;Women fragrances;EDP/eau de parfum;2021;Dec;802;284851
Other B&M;Vizcaya;Women fragrances;EDT/eau de toilette;2022;Jul;397;196682
Other B&M;Smart Beauty;Women fragrances;EDT/eau de toilette;2022;Sep;287;73173
Department Stores;Smart Beauty;Men fragrances;EDP/eau de parfum;2023;Dec;176;84621
Online;Excellence;Men fragrances;EDP/eau de parfum;2022;Aug;228;93513
Other B&M;Excellence;Women fragrances;EDP/eau de parfum;2021;Dec;387;336083
Other B&M;Excellence;Men fragrances;EDP/eau de parfum;2023;Apr;281;333278
Online;Other exclusives;Women fragrances;EDT/eau de toilette;2021;Mar;256;90284
Department Stores;Other exclusives;Women fragrances;EDP/eau de parfum;2021;Oct;137;144778
Online;Other Companies;Women fragrances;EDP/eau de parfum;2021;Jul;265;104611
Online;Other Companies;Men fragrances;EDT/eau de toilette;2021;Mar;309;103576
Other B&M;L'Oréal Brasil;Women fragrances;Scented creams;2021;Jan;179;63124
Other B&M;LVMH Brasil;Men fragrances;Scented soaps;2023;Dec;79;22000
Other B&M;Coty Brasil;Men fragrances;EDT/eau de toilette;2021;Apr;811;272378
Other B&M;Coty Brasil;Men fragrances;EDP/eau de parfum;2022;Apr;480;265561
Online;Prestige Cosmeticos;Men fragrances;Other Juices;2022;Sep;79;11217
Other B&M;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2021;Dec;1608;1052056
Other B&M;Estée Lauder Brasil;Women fragrances;Other women ancillaries;2022;Jul;754;468605
Department Stores;Vizcaya;Men fragrances;EDP/eau de parfum;2021;Aug;420;238118
Department Stores;Vizcaya;Men fragrances;EDP/eau de parfum;2023;Jan;278;170349
Department Stores;Excellence;Men fragrances;EDP/eau de parfum;2023;Jul;142;60795
Department Stores;Other exclusives;Men fragrances;EDT/eau de toilette;2021;Jun;99;77515
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2023;Mar;229;173028
Other B&M;Other exclusives;Women fragrances;EDP/eau de parfum;2023;Apr;221;186663
Online;Other Companies;Women fragrances;EDP/eau de parfum;2021;May;353;135112
Online;Puig Brasil;Men fragrances;Scented deos;2021;Mar;523;85917
Other B&M;Puig Brasil;Women fragrances;Scented creams;2022;Mar;163;56562
Other B&M;LVMH Brasil;Men fragrances;Cologne;2022;Sep;85;53486
Other B&M;LVMH Brasil;Men fragrances;Scented soaps;2022;Dec;78;19927
Other B&M;LVMH Brasil;Women fragrances;Other Juices;2022;Jan;249;65508
Online;LVMH Brasil;Women fragrances;Scented creams;2022;May;212;56226
Department Stores;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Jul;299;180682
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2021;Jul;724;454843
Other B&M;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Sep;888;443759
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2022;Jul;1122;799975
Other B&M;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2022;Mar;1295;712401
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2023;Dec;489;226004
Online;Smart Beauty;Women fragrances;EDP/eau de parfum;2021;Sep;529;173741
Other B&M;Smart Beauty;Women fragrances;EDP/eau de parfum;2023;Apr;442;234732
Online;Smart Beauty;Men fragrances;EDP/eau de parfum;2021;May;264;84451
Department Stores;Excellence;Men fragrances;EDP/eau de parfum;2022;Jul;148;63803
Department Stores;Excellence;Men fragrances;EDT/eau de toilette;2023;Mar;342;127764
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2021;Oct;124;107494
Online;Other exclusives;Women fragrances;EDT/eau de toilette;2022;Jul;195;83637
Online;Other exclusives;Women fragrances;EDP/eau de parfum;2023;Jun;268;116271
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2023;Aug;110;101057
Other B&M;TFS;Women fragrances;EDP/eau de parfum;2023;Sep;301;202779
Other B&M;TFS;Men fragrances;EDP/eau de parfum;2023;Dec;128;94404
Online;TFS;Women fragrances;EDP/eau de parfum;2021;Feb;347;90387
Other B&M;Other Companies;Women fragrances;EDP/eau de parfum;2021;Dec;463;255353
Other B&M;Puig Brasil;Women fragrances;Scented creams;2023;Apr;151;58960
Other B&M;Puig Brasil;Men fragrances;Scented deos;2021;Aug;599;105877
Online;L'Oréal Brasil;Women fragrances;Scented creams;2022;Jan;116;34012
Other B&M;LVMH Brasil;Women fragrances;Scented soaps;2021;Dec;174;56008
Online;LVMH Brasil;Men fragrances;Scented deos;2021;Jun;181;33712
Other B&M;LVMH Brasil;Men fragrances;Cologne;2023;Oct;82;58428
Department Stores;LVMH Brasil;Women fragrances;Other Juices;2022;Jun;113;26238
Other B&M;Coty Brasil;Men fragrances;EDP/eau de parfum;2022;Nov;676;354550
Online;Coty Brasil;Women fragrances;Scented creams;2023;Jul;77;6077
Other B&M;Coty Brasil;Men fragrances;EDP/eau de parfum;2023;Jun;877;567127
Online;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2022;Feb;667;327150
Department Stores;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Aug;322;198782
Online;Prestige Cosmeticos;Women fragrances;EDP/eau de parfum;2023;Oct;719;514553
Department Stores;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2023;Oct;615;340683
Online;Estée Lauder Brasil;Women fragrances;Cologne;2022;Feb;497;361507
Other B&M;Estée Lauder Brasil;Women fragrances;Other women ancillaries;2023;Jan;670;425163
Department Stores;Vizcaya;Men fragrances;EDP/eau de parfum;2021;Jun;368;205547
Online;Vizcaya;Women fragrances;EDP/eau de parfum;2022;Jul;419;185118
Department Stores;Vizcaya;Women fragrances;EDP/eau de parfum;2023;Oct;284;127001
Department Stores;Smart Beauty;Men fragrances;EDP/eau de parfum;2023;Apr;210;106232
Department Stores;Excellence;Men fragrances;EDP/eau de parfum;2022;Nov;171;73602
Other B&M;Other exclusives;Women fragrances;EDT/eau de toilette;2022;Nov;168;87630
Department Stores;TFS;Men fragrances;EDP/eau de parfum;2021;Jan;124;34999
Other B&M;Shiseido Brasil;Women fragrances;EDP/eau de parfum;2023;Feb;77;59203
Online;Bird Brasil;Women fragrances;EDT/eau de toilette;2021;May;186;64795
Online;Puig Brasil;Men fragrances;Other Juices;2023;Apr;262;50897
Other B&M;Puig Brasil;Men fragrances;Scented deos;2021;May;655;114674
Online;L'Oréal Brasil;Women fragrances;Scented creams;2022;Jul;133;41688
Online;LVMH Brasil;Men fragrances;Scented deos;2021;Sep;144;26661
Other B&M;LVMH Brasil;Men fragrances;Cologne;2023;Jan;80;51028
Department Stores;Coty Brasil;Men fragrances;EDP/eau de parfum;2022;Apr;285;142855
Online;Prestige Cosmeticos;Women fragrances;Other Juices;2021;Sep;76;15066
Online;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Oct;607;242865
Other B&M;Prestige Cosmeticos;Men fragrances;EDP/eau de parfum;2022;Feb;736;498788
Department Stores;Prestige Cosmeticos;Men fragrances;EDT/eau de toilette;2021;Oct;316;113182
Other B&M;Vizcaya;Women fragrances;EDP/eau de parfum;2021;Apr;491;209629
Department Stores;Vizcaya;Men fragrances;EDT/eau de toilette;2021;Sep;486;210098
Other B&M;Vizcaya;Men fragrances;Scented deos;2023;Mar;87;13993
Other B&M;Vizcaya;Men fragrances;Scented deos;2023;Jul;83;11792
Online;Smart Beauty;Women fragrances;EDP/eau de parfum;2021;Jan;226;71627
Online;Smart Beauty;Women fragrances;EDP/eau de parfum;2021;Aug;342;115233
Online;Smart Beauty;Women fragrances;EDP/eau de parfum;2021;Feb;267;83000
Online;Smart Beauty;Men fragrances;EDP/eau de parfum;2022;Mar;168;44955
Department Stores;Smart Beauty;Men fragrances;EDT/eau de toilette;2022;Apr;186;56977
Online;Smart Beauty;Men fragrances;EDP/eau de parfum;2021;Jul;193;65462
Other B&M;Smart Beauty;Women fragrances;EDT/eau de toilette;2022;Oct;226;58606
Department Stores;Excellence;Men fragrances;EDT/eau de toilette;2021;May;331;115538
Department Stores;Excellence;Men fragrances;EDP/eau de parfum;2021;Dec;265;99365
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2021;Jun;93;79843
Department Stores;Other exclusives;Men fragrances;EDP/eau de parfum;2021;Nov;94;101061
Other B&M;Other exclusives;Women fragrances;EDT/eau de toilette;2022;May;214;112728
Online;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Sep;174;74616
Online;Other exclusives;Women fragrances;EDP/eau de parfum;2022;Dec;187;99909
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2022;Oct;94;87318
Other B&M;Other exclusives;Women fragrances;EDT/eau de toilette;2023;Jul;136;77274
Online;Other exclusives;Women fragrances;Scented soaps;2023;Nov;76;4969
Department Stores;Other exclusives;Women fragrances;EDT/eau de toilette;2023;Oct;127;114947
Other B&M;TFS;Men fragrances;EDT/eau de toilette;2022;Aug;496;185520
Online;Other Companies;Men fragrances;EDT/eau de toilette;2021;Jun;338;114437
Department Stores;Other Companies;Men fragrances;EDT/eau de toilette;2021;Sep;93;21443
Online;Puig Brasil;Men fragrances;Scented deos;2022;Jun;500;85870
Other B&M;L'Oréal Brasil;Men fragrances;Cologne;2023;Dec;142;55677
Online;L'Oréal Brasil;Women fragrances;Scented creams;2023;Dec;130;49646
Online;LVMH Brasil;Men fragrances;Scented deos;2022;Oct;163;32845
Other B&M;LVMH Brasil;Men fragrances;Cologne;2023;Jul;81;57441
Other B&M;LVMH Brasil;Men fragrances;Aftershave;2023;Aug;96;41400
